0.000000 0.000000 0.000000 0.000000 0.000000 0.000000  0.002188 0.000089 0.001025 0.002759 0.030081 -0.005687      -0.002320 0.042095 0.000523 -0.000107 0.000279 -0.001289     -0.012195 -0.038222 -0.000786 -0.002597 -0.000703 0.007223   0.006830 -0.089202 0.005674 -0.057480 -0.002876 -0.004757   0.009006 0.000822 0.013406 -0.006462 0.015037 0.018429      -0.038193 -0.109214 0.130358 0.005844 -0.073092 0.064019     0.003890 0.052967 0.006974 -0.000036 -0.004869 -0.089188     0.055403 0.009575 0.007928 0.118048 0.005113 -0.007771      0.004434 0.001244 0.002743 -0.000599 0.156350 0.015494       -0.033718 0.046207 -0.027811 0.016188 0.102330 0.006886      -0.006107 -0.003670 0.104703 -0.001852 -0.005018 0.004794    -0.003717 0.002563 0.003642 0.000021 0.000029 0.000129       0.000188 0.000061 0.011027 -0.000034 0.020871 0.015191      0.000232 0.009950 -0.031385 0.023234 -0.020233 0.053588      0.003395 -0.032911 -0.051012 -0.004555 0.024529 0.088406     0.088765 0.076549 -0.109799 -0.043487 -0.005435 -0.004816    -0.040501 0.078986 0.004328 0.000566 0.000295 0.040568      0.014757 -0.001870 0.000829 0.056749 -0.051562 0.018555      0.041140 0.084007 -0.029830 -0.049008 -0.005582 0.110338     -0.018977 -0.189014 -0.002198 0.194593 0.000488 0.000465     -0.000765 -0.000705 0.000021 -0.000021 0.000014 0.000016    0.000077 -0.000103 0.000078 -0.000155 0.000032 -0.000003     -0.000019 0.000003 -0.000022 0.000146 -0.000020 -0.000943   0.001011 0.006124 0.006114   
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000  -0.001354 -0.002375 -0.002316 -0.001172 -0.033502 0.004258  0.001067 -0.028253 -0.001985 -0.001486 -0.001884 -0.001159   -0.023733 -0.077526 0.001981 -0.065400 0.011510 -0.027893    0.000381 -0.059760 0.005935 0.035947 -0.002616 0.001987     -0.005303 -0.000865 -0.113553 0.005597 -0.026285 -0.037219  0.031254 -0.104673 0.024642 0.097265 0.062116 -0.231968      -0.004305 -0.086910 -0.004422 -0.001864 -0.000407 0.244499   0.104622 0.038168 -0.013946 0.011641 -0.027931 0.037236     -0.001185 -0.001667 -0.000504 -0.000573 -0.001536 0.001975   0.128097 0.078206 -0.224517 0.050730 0.035209 0.001934       -0.001572 -0.001256 0.041732 0.007493 0.000170 -0.018607     -0.002351 0.000141 -0.002572 -0.000109 0.000050 0.007756     0.001356 -0.059121 0.076141 -0.003006 0.033576 0.003666     -0.003394 0.045859 0.021052 -0.009156 0.015273 0.027742      -0.013024 -0.040038 -0.015219 0.003197 0.002749 -0.012567    0.028409 0.049572 0.045728 -0.012721 0.007627 0.000475       0.007763 -0.007706 -0.000699 -0.000252 -0.000074 -0.030607  -0.027772 0.000395 0.000820 0.012897 0.015823 -0.017875      -0.040067 -0.060165 -0.091351 -0.046955 0.021652 0.060320    0.003935 0.055337 -0.001373 -0.076615 0.001105 0.001129      -0.000214 -0.000293 0.000134 -0.000145 0.000013 0.000011    0.000821 -0.001043 0.000685 -0.000662 0.000016 0.000009      -0.000039 0.000009 0.000031 0.001186 -0.001279 -0.010686    0.011201 0.060122 0.060059   
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000  -0.016973 -0.093630 -0.021998 0.014387 0.004050 0.063318    -0.087814 0.018063 -0.050852 -0.021225 -0.066149 -0.115940   -0.014294 0.004372 0.075609 0.014784 -0.068864 -0.013810     -0.149530 -0.020245 0.236356 -0.016497 0.136747 0.096721    0.006878 -0.011924 -0.002005 0.062429 0.074219 -0.053294    -0.007072 0.001085 -0.000761 0.001052 -0.003712 0.000918     -0.017590 0.000487 0.023807 0.002430 -0.040682 0.001694      -0.008321 0.000160 0.032237 -0.003678 0.005294 0.010001     0.038490 0.018686 -0.131918 -0.137754 0.003523 -0.002476     -0.000593 -0.000099 0.000247 -0.001123 -0.002153 0.003100    0.006533 -0.007113 -0.000294 0.000674 0.000094 0.000117      0.000161 -0.000127 -0.000348 0.001541 0.001587 0.000492      0.000551 0.000410 -0.000765 0.000164 -0.000499 -0.000032    -0.000002 -0.000716 0.000241 -0.000352 0.000200 -0.000948    -0.000695 0.000380 0.000615 0.000289 -0.000483 -0.001086     -0.001266 -0.001133 0.000871 0.000369 0.000034 0.000040      0.000066 -0.000871 -0.000042 -0.000492 -0.000364 -0.000164  0.000023 0.001324 -0.000370 -0.000710 0.000381 -0.000023     -0.000121 -0.000473 0.001065 0.000901 -0.000144 -0.001790    0.000497 0.001956 0.000138 -0.001787 -0.000010 -0.000009     0.000015 0.000015 -0.000037 0.000044 0.000084 0.000085      -0.000004 0.000005 -0.000004 0.000004 -0.000001 -0.000002    -0.000001 0.000000 0.000001 -0.000001 0.000002 0.000049     -0.000053 -0.000291 -0.000289   
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000  0.001011 0.004863 0.005890 0.002972 0.065251 -0.006203      0.000442 0.011182 -0.000799 0.000058 -0.000534 -0.001223     -0.011304 -0.034433 0.001754 -0.008850 -0.000856 0.007824    -0.010396 0.100458 -0.004781 -0.033551 0.007898 -0.005147   -0.086818 -0.000738 0.003711 -0.004281 -0.049068 -0.069812  0.019090 0.150554 -0.047898 0.117119 -0.083892 -0.208971     0.002835 0.170808 0.009458 0.002961 -0.012338 -0.034345      0.062083 0.007734 -0.003720 -0.010577 0.015569 -0.026019    0.005003 -0.003095 0.004308 -0.001921 0.103074 0.010963      -0.106204 -0.116818 -0.142592 -0.060212 0.064180 0.003445    0.002386 -0.002765 -0.053388 0.002402 -0.000114 -0.006586    0.000814 -0.001072 0.003056 0.000013 -0.000060 0.000741      0.001495 -0.005156 0.043652 0.000658 -0.027418 0.028979     -0.000066 -0.022238 0.059247 -0.026630 -0.012803 0.001827    0.008510 0.011133 0.018169 -0.003151 0.019992 -0.023090      -0.000867 0.019085 0.036933 -0.073342 -0.004880 0.008045     0.021202 -0.022033 -0.032109 -0.001659 -0.000114 0.036103   -0.035552 -0.000237 -0.000512 -0.037269 -0.036784 0.034660   -0.048215 0.053941 -0.017427 0.009409 -0.001816 -0.028010    -0.011241 -0.182084 -0.001944 -0.175661 0.000671 -0.000607   0.000834 -0.000990 -0.000021 -0.000022 0.000180 -0.000161   0.001200 0.000949 -0.000791 -0.000753 -0.000080 -0.000129    0.000107 -0.000159 -0.000204 -0.016293 -0.016596 -0.051309  -0.051628 -0.008967 0.009419   
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000  0.005530 0.002681 0.002544 0.003073 0.056978 -0.004585      -0.003625 0.021284 -0.000015 0.001755 0.002656 -0.000101     0.023729 0.076863 0.001386 -0.104187 -0.017222 0.056442      0.004846 -0.040151 0.005329 -0.052607 -0.006152 0.000445    -0.013045 -0.002668 0.057242 0.001094 -0.055256 -0.076031   -0.084635 -0.125457 -0.076405 -0.013520 0.101019 0.038495    -0.000872 0.068707 0.000127 0.003368 -0.001978 -0.084208     0.108418 0.032393 0.006212 -0.020836 -0.011877 0.016088     -0.003368 0.001577 -0.003442 0.001269 -0.092777 -0.010634    0.044344 0.058914 0.131811 0.035600 -0.092274 -0.007005      -0.002878 0.005719 0.101778 -0.002603 -0.003609 0.004793     0.001651 0.003095 0.000589 -0.000003 0.000060 -0.004211      0.000856 0.030349 0.018549 0.001626 -0.006329 0.015595      -0.000205 -0.048729 -0.003129 -0.025444 0.015147 0.041539    0.002464 0.016783 -0.033525 -0.000255 0.041749 0.085978      0.020063 -0.020734 0.126906 -0.103620 0.001908 -0.009503     0.034433 -0.006897 -0.052952 -0.002827 0.000314 0.017443    0.002581 0.000864 -0.000446 -0.030489 -0.023925 0.057750     -0.021462 -0.008615 0.107874 -0.097879 0.044588 0.007772     -0.002547 -0.153870 -0.002141 -0.147648 0.000105 0.000042    -0.001187 0.000966 0.000006 0.000002 -0.000096 0.000096     -0.000591 -0.000475 0.000451 0.000477 0.000112 0.000152      -0.000155 0.000152 0.000234 0.011232 0.011318 0.025165      0.025366 0.004464 -0.004772   
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000  -0.065770 0.005252 0.101713 0.048483 0.007521 -0.158997     0.088471 -0.029316 -0.020493 -0.042694 -0.111806 -0.016315   -0.026374 0.018281 0.018025 0.010883 0.055434 0.027082       -0.102015 -0.011352 -0.122768 0.014729 0.108365 -0.170875   0.021978 -0.019521 -0.015160 -0.133415 0.087422 -0.062928   -0.006510 -0.006379 -0.008852 -0.001870 0.001768 0.004999    -0.006895 -0.001682 -0.004664 -0.020403 -0.056572 -0.008612  -0.009633 0.001822 -0.088632 0.005605 -0.062121 -0.039624   0.085044 -0.092313 0.046326 -0.035885 -0.015392 0.008249     0.004029 0.002952 0.006112 0.007047 -0.012157 0.027365       -0.065510 -0.059679 -0.002628 0.002978 -0.001538 0.000744    -0.000156 -0.000075 0.000519 0.001722 -0.001714 -0.000469    0.000303 0.001229 -0.000335 0.000108 0.000095 0.000075      -0.000026 -0.001113 -0.001607 0.000017 0.000541 0.000919     -0.000185 0.000081 -0.001536 0.000114 0.000296 0.002706      0.000579 -0.001150 0.002392 -0.000688 0.000196 -0.000484     0.000388 0.000365 -0.000520 -0.000152 0.000179 -0.000494    0.000935 -0.000380 -0.001535 0.000194 0.000214 0.000622      0.000607 -0.001528 0.002996 -0.002598 0.001075 0.000863      0.000156 0.000728 0.000074 0.000767 -0.000021 0.000023       -0.000057 0.000057 -0.000098 -0.000090 0.000052 -0.000050   -0.000054 -0.000043 0.000037 0.000037 0.000013 0.000021      -0.000019 0.000019 0.000019 0.000849 0.000864 0.002259      0.002273 0.000396 -0.000418   
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000  -0.000761 0.002007 0.002528 -0.000828 0.040820 0.002061     -0.001133 -0.027978 -0.000395 -0.000586 0.000499 -0.000163   -0.010811 -0.033230 0.002178 -0.019929 -0.003460 0.024149    -0.011280 0.130198 0.005831 0.029399 -0.009066 0.005023     0.032594 -0.001105 0.003048 -0.006378 -0.025775 -0.041466   -0.051043 0.108550 0.097535 -0.075818 -0.012896 -0.100584    -0.002039 -0.023082 0.001903 0.001924 0.001737 -0.009557     0.031261 0.007520 0.001150 -0.078004 0.002656 -0.002517     -0.003122 0.001287 -0.003195 0.000888 -0.117363 -0.012427    -0.073638 0.099061 0.018466 0.008743 0.040563 0.002370       -0.000127 -0.001582 -0.005015 -0.001964 0.000345 -0.002256   -0.001928 -0.001390 0.001512 -0.000202 0.000159 0.008689     -0.003368 -0.057150 -0.069825 0.001506 -0.039230 0.065106   0.003828 0.049661 -0.007366 0.034935 0.042177 0.085561       -0.002664 0.024672 -0.000383 -0.005427 0.115768 0.116101     0.001771 0.010464 0.014867 -0.135151 0.016555 0.003616       0.008378 -0.031952 -0.006387 -0.000544 -0.000157 -0.022379  0.013284 0.000944 -0.001454 -0.059908 -0.001846 -0.031019    0.017712 -0.042276 0.124667 0.044135 -0.155440 0.210856      -0.003305 0.136373 -0.001454 0.112251 -0.001187 0.001086     0.001783 -0.001658 0.000035 0.000033 0.000029 -0.000030     -0.000326 -0.000260 0.000338 0.000261 0.000028 0.000009      -0.000011 0.000004 -0.000036 0.000050 0.000165 0.000365     0.000374 -0.001986 0.002009   
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000  0.003498 0.002904 0.004244 0.003522 0.057259 -0.005793      -0.001803 0.023428 -0.001256 0.002292 0.002169 -0.001229     0.022814 0.074762 0.002668 -0.107045 -0.016036 0.061805      0.002605 -0.034028 0.003181 -0.067319 -0.005581 -0.004286   -0.010855 0.000250 0.023558 -0.000787 -0.039101 -0.055907   -0.070993 -0.095306 -0.038949 -0.027554 0.090642 0.062297    -0.003035 -0.023051 -0.006228 -0.003648 -0.000379 0.008028   -0.007882 0.001131 -0.002383 0.033027 -0.005289 0.001514    0.001781 -0.003043 0.001210 -0.002116 -0.050624 -0.006364    -0.044469 0.043379 0.030201 -0.007072 0.070467 0.003734      0.003346 -0.002193 -0.050505 -0.002840 0.001756 0.003887     0.001195 0.001490 0.001351 0.000160 -0.000136 0.002923       -0.000769 -0.016577 0.032186 -0.002904 -0.069032 0.044141   0.004471 0.121599 0.052033 0.046204 -0.060493 -0.083653      0.000566 0.004847 -0.003457 0.001952 -0.030663 -0.179421     0.143743 -0.102477 -0.054892 -0.022594 0.002288 0.009198     -0.008774 -0.007953 0.009362 0.000618 -0.000493 0.013373    -0.040679 -0.000898 -0.000130 -0.010030 -0.017962 -0.012208  -0.054077 0.067293 -0.131000 0.166916 -0.099466 0.009348     -0.009873 0.047393 -0.000053 0.055438 -0.000347 0.000178     0.001412 -0.001173 -0.000000 0.000004 0.000025 -0.000031    0.000461 0.000374 0.000196 0.000169 -0.000004 -0.000001      0.000013 -0.000003 -0.000038 -0.000259 -0.000256 -0.002081  -0.002181 0.000842 -0.000755   
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000  0.000924 -0.003388 0.020398 0.009155 0.002478 -0.079289     -0.001454 -0.022573 0.050132 -0.066519 -0.063423 0.035281    -0.017574 0.009815 -0.051989 -0.001652 -0.061062 -0.022164   -0.027032 -0.003129 0.023823 0.002084 0.021749 -0.033825    0.006818 -0.009758 -0.007759 -0.105125 0.070595 -0.053338   -0.002883 -0.002297 -0.011260 -0.000227 -0.000853 -0.000967  -0.012698 -0.002825 0.170981 0.228608 0.186834 0.016448      0.017621 0.000369 0.146119 -0.005682 0.068320 0.039502      -0.063107 0.076164 -0.100969 0.095200 0.013885 -0.006766     -0.002070 -0.002842 -0.004616 -0.001996 0.003236 -0.000009   -0.000602 -0.001208 -0.003622 0.000649 -0.000038 -0.000068   0.000029 -0.000018 0.000199 0.000164 -0.000183 0.005346      -0.005290 0.000565 0.001045 -0.000034 -0.000726 0.000055    0.000014 0.001423 0.000635 0.000596 -0.001633 -0.002882      0.000154 -0.000666 0.000021 -0.000022 -0.002763 -0.004991    0.002451 -0.002002 -0.000977 0.001485 -0.000213 0.000083     -0.000130 0.000422 0.000143 -0.000072 0.000127 0.000609     -0.000861 0.000283 0.001200 0.000645 -0.000331 0.000332      -0.001158 0.001729 -0.004032 0.002167 0.000415 -0.002932     -0.000232 -0.001836 0.000076 -0.001118 0.000011 -0.000014    -0.000000 0.000008 0.000174 0.000158 0.000206 -0.000190     0.000015 0.000012 -0.000015 -0.000015 -0.000002 -0.000009    0.000001 -0.000005 0.000000 0.000011 0.000010 -0.000049     -0.000052 0.000036 -0.000033   
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000  -0.002239 0.001834 0.000651 -0.003523 0.025223 0.009083     -0.001142 -0.075024 -0.001207 -0.001569 -0.000030 -0.000868  0.002455 0.010007 0.003657 -0.056458 -0.009119 0.042855      -0.013123 0.132965 0.005338 0.027943 -0.015752 0.008634     0.081257 -0.002181 0.048501 -0.000953 -0.042207 -0.062424   -0.078847 -0.019398 0.025160 -0.103288 0.067141 -0.072698    -0.005893 -0.060717 -0.007333 -0.003431 0.003947 0.002332    -0.045711 -0.009870 0.000592 0.018311 -0.000033 0.000017    -0.000173 -0.000476 -0.000497 -0.000401 -0.059136 -0.006608  -0.056993 0.100252 0.025726 0.008876 0.084127 0.005422       0.002336 -0.002818 -0.041557 -0.001003 0.002053 0.005070     -0.042980 -0.041618 -0.001769 0.000291 -0.000250 -0.003731   0.001510 0.016643 -0.005940 0.001385 -0.002620 0.018779     0.000038 -0.018726 0.005998 0.021728 0.033905 0.132183       0.002414 0.119591 -0.060414 0.009355 -0.135149 -0.065573     -0.072788 0.048990 0.013004 0.110411 -0.022819 0.007819      -0.001441 0.004797 0.013832 0.000939 -0.000072 0.004109     0.008576 -0.000111 0.000268 0.016540 -0.009705 0.005653      0.000232 0.050174 -0.076574 -0.075908 0.132761 -0.121418     0.011516 -0.019280 0.001114 -0.012953 0.000377 -0.000256     -0.001974 0.001811 -0.000008 -0.000009 -0.000002 0.000007   -0.000393 -0.000313 0.000010 0.000066 -0.000015 -0.000003    0.000000 0.000000 0.000033 -0.000126 -0.000203 -0.000203    -0.000175 0.000131 -0.000185   
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000  0.006102 0.003244 0.007071 0.007756 0.082200 -0.016764      -0.001846 0.094352 0.000498 0.003103 0.003020 -0.000414      0.002990 0.010380 0.000824 -0.068078 -0.011100 0.053207      0.001865 0.002142 0.007211 -0.074846 -0.005155 -0.008444    -0.027744 0.002920 -0.081348 -0.005368 0.006028 0.002225    -0.027079 0.094956 0.091025 -0.073337 0.013728 -0.051915     -0.003486 -0.055237 -0.002755 -0.000885 0.003496 0.007542    -0.030664 -0.006842 0.000729 0.007941 0.000567 0.000074     -0.000421 0.000180 -0.000946 0.000412 -0.032579 -0.003765    -0.035719 0.060385 0.019075 0.003881 0.063636 0.004031       0.002144 -0.002111 -0.036070 -0.001231 0.001738 0.004740     0.067787 0.066691 -0.000416 -0.000108 0.000163 -0.002210     -0.000216 0.024976 0.039816 -0.001148 -0.027545 0.014186    0.001616 0.041794 0.051811 0.038744 -0.088821 -0.130338      0.003302 -0.104208 0.022082 -0.002584 0.019736 0.147069      -0.134492 0.091239 0.004257 0.065160 0.008956 -0.017553      0.001596 0.003539 0.006152 0.000130 0.000442 0.009508       0.004341 -0.000509 -0.000219 0.018077 0.018656 -0.015298     0.046294 -0.022948 0.025374 -0.088189 0.082169 -0.044435     0.008817 0.000229 0.000781 -0.004188 0.001433 -0.001341      -0.000891 0.000795 -0.000019 -0.000019 -0.000034 0.000035   0.000657 0.000517 0.000063 0.000098 -0.000008 -0.000004      -0.000001 -0.000001 0.000024 0.000054 0.000012 0.000442     0.000475 -0.000345 0.000304   
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000  0.044220 0.080704 -0.019677 -0.011189 -0.001782 -0.007922   0.006977 -0.012666 0.096285 -0.115674 0.000134 -0.019135     -0.006222 0.001760 -0.055438 -0.000164 -0.110544 -0.046316   -0.131035 -0.018154 -0.098257 -0.024285 -0.170253 0.174420  -0.017404 0.008717 0.007818 0.066393 -0.036773 0.027933     0.003956 0.001954 0.006500 0.000005 0.001330 0.000577        0.008858 -0.000199 -0.060043 -0.069151 -0.041867 -0.002337   -0.004040 -0.001097 -0.023994 0.001827 -0.009867 -0.007234  0.015366 -0.019646 0.028383 -0.026420 -0.001878 0.002019     0.001171 -0.000724 0.000516 0.000345 -0.000990 0.000874      -0.001975 -0.001643 0.000201 0.000038 -0.000028 0.000074     0.001705 0.001657 0.000061 0.000068 -0.000149 -0.068257      0.068376 -0.014285 -0.001990 -0.000117 -0.000656 -0.000108  0.000088 0.002459 0.000534 0.000260 -0.001784 -0.004242      -0.000078 -0.003495 0.001423 -0.000198 0.003029 0.003455     -0.000687 0.000556 -0.000174 -0.000888 0.000512 -0.000393    0.000087 0.000045 -0.000062 -0.001566 0.002238 0.000497     0.000067 0.004811 0.018356 -0.000570 0.000374 -0.000600      0.000613 -0.001036 0.001693 -0.000020 -0.000888 0.001515     0.000032 0.000854 -0.000050 0.000505 0.000026 -0.000025      -0.000020 0.000020 0.000638 0.000591 0.000766 -0.000714     0.000016 0.000013 -0.000006 -0.000006 -0.000001 0.000000     0.000001 0.000001 -0.000001 -0.000000 -0.000001 0.000013    0.000014 -0.000007 0.000007   
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000  0.002239 0.001853 0.000656 0.003511 0.025208 -0.009081      -0.001135 0.075031 0.001204 -0.001593 -0.000023 0.000870     0.002440 0.010000 -0.003684 0.056456 -0.009059 0.042895      0.013120 -0.132956 0.005355 -0.027857 -0.015901 -0.008592   0.081254 0.002177 0.048497 -0.000952 0.042205 0.062424      -0.078848 0.019400 0.025165 0.103426 0.066974 -0.072682      -0.005892 0.060717 -0.007341 0.003430 0.003947 -0.002329     -0.045708 -0.009869 -0.000587 -0.018311 -0.000036 0.000016  0.000173 -0.000479 0.000494 -0.000404 0.059135 0.006608      -0.056994 0.100251 -0.025711 0.008874 -0.084129 -0.005420    0.002331 0.002815 -0.041565 0.001000 0.002053 -0.005070      -0.042160 0.042451 -0.001769 -0.000295 -0.000258 0.003733    0.001561 -0.016642 -0.005937 0.001384 0.002577 0.018779     -0.000038 -0.018729 -0.005997 -0.021724 0.033907 -0.132177   0.002419 0.119591 0.060416 0.009356 -0.135149 0.065570       -0.072782 -0.048999 0.013011 -0.110411 0.022859 0.007691     -0.001440 0.004792 -0.013836 -0.000905 0.000263 -0.004111   0.008576 -0.000178 0.000224 0.016542 0.009704 -0.005656      0.000237 -0.050171 -0.076574 0.075911 0.132745 0.121438      0.011515 -0.019280 -0.001114 0.012952 0.000376 0.000257      -0.001982 -0.001802 0.000007 -0.000010 0.000002 0.000008    -0.000311 0.000394 0.000010 -0.000066 0.000015 -0.000003     -0.000000 0.000000 -0.000033 -0.000124 0.000204 -0.000205   0.000173 0.000131 0.000185   
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000  0.006093 -0.003208 -0.007060 0.007815 -0.082222 -0.016756   0.001847 0.094328 0.000486 -0.003127 -0.003012 -0.000419     -0.003020 -0.010370 0.000837 -0.068077 0.011116 -0.053204    0.001861 0.002127 -0.007213 -0.074880 0.004851 -0.008412    0.027741 0.002916 0.081351 0.005357 0.006032 0.002231       0.027077 0.094951 -0.091031 -0.073367 -0.013606 0.051906     0.003485 -0.055234 0.002760 -0.000886 -0.003494 0.007540     0.030663 0.006841 0.000726 0.007940 -0.000565 -0.000074     -0.000421 -0.000178 -0.000944 -0.000410 -0.032579 -0.003764  0.035719 -0.060385 0.019066 -0.003880 0.063636 0.004030      -0.002140 -0.002110 0.036076 -0.001228 -0.001738 0.004740    -0.066472 0.068001 0.000415 -0.000112 -0.000168 -0.002208    0.000182 0.024973 -0.039814 0.001148 -0.027516 -0.014244    0.001615 -0.041802 0.051811 0.038750 0.088820 -0.130334      -0.003297 0.104209 0.022085 0.002584 -0.019739 0.147069      0.134481 0.091252 -0.004261 0.065161 0.009050 0.017503       -0.001594 -0.003540 0.006153 -0.000042 -0.000467 0.009508   -0.004335 -0.000445 -0.000329 -0.018075 0.018664 -0.015328   -0.046283 -0.022946 -0.025376 -0.088188 -0.082161 -0.044446  -0.008817 -0.000229 0.000782 -0.004188 -0.001429 -0.001346   0.000894 0.000791 -0.000017 0.000020 -0.000032 -0.000038    -0.000522 0.000653 -0.000064 0.000097 -0.000008 0.000004     -0.000001 0.000001 0.000024 -0.000054 0.000012 -0.000447    0.000470 0.000345 0.000304   
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000  -0.044537 0.080510 -0.019686 0.011161 -0.001738 0.007922    0.006976 0.012605 -0.096617 -0.115355 0.000087 0.019119      -0.006202 0.001986 0.055452 0.000192 -0.110519 -0.046299     0.131045 0.018136 -0.098265 0.025286 -0.170072 -0.174515    -0.017286 -0.008716 0.007812 0.066401 0.036756 -0.027937    0.003958 -0.001949 0.006504 0.000012 0.001329 0.000572       0.008858 0.000209 -0.060113 0.069116 -0.041865 0.002333      -0.004055 -0.001101 0.023994 -0.001833 -0.009867 -0.007234  -0.015367 -0.019644 -0.028388 -0.026416 0.001866 -0.002021   0.001178 -0.000733 -0.000513 0.000345 0.000997 -0.000875     -0.001978 0.001640 0.000205 -0.000038 -0.000028 -0.000073    0.001666 -0.001684 0.000060 -0.000063 -0.000147 0.067798     0.068812 0.014389 -0.001997 -0.000119 0.000660 -0.000108    -0.000089 0.002474 -0.000529 -0.000257 -0.001778 0.004238    -0.000079 -0.003489 -0.001423 -0.000198 0.003033 -0.003445   -0.000676 -0.000550 -0.000175 0.000893 -0.000513 -0.000389   0.000086 0.000046 0.000063 0.002257 0.001542 -0.000503      0.000067 -0.018354 0.004818 -0.000580 -0.000373 0.000606     0.000612 0.001035 0.001692 0.000014 -0.000893 -0.001520      0.000032 0.000858 0.000050 -0.000508 0.000026 0.000024       -0.000021 -0.000020 -0.000590 0.000638 -0.000713 -0.000767  0.000013 -0.000016 -0.000006 0.000006 0.000001 0.000000      -0.000001 0.000001 0.000001 -0.000001 0.000001 0.000013     -0.000014 -0.000007 -0.000007   
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000  0.001233 0.006043 0.003878 -0.001158 0.039463 -0.006825     -0.002646 0.030801 0.001427 0.000997 0.002440 0.000924       -0.013982 -0.045607 -0.004144 0.018370 -0.001103 0.032252    0.016560 -0.219661 0.010595 -0.090271 -0.019559 -0.011628   0.186458 0.002106 0.077625 0.005025 0.018460 0.029382       -0.035847 0.126622 -0.062257 0.087994 0.091983 -0.061515     -0.007668 0.055880 -0.009840 0.002426 0.009796 0.016339      -0.118922 -0.026247 -0.004850 -0.115466 -0.000979 0.004154  -0.002688 -0.000073 -0.002748 0.000054 -0.140815 -0.014706   0.077671 -0.099613 0.026038 -0.007452 0.046921 0.002581      -0.000974 -0.001229 0.012826 -0.000708 -0.000450 0.001410    0.087176 -0.088535 0.000518 0.001394 0.001409 -0.000136      -0.000744 -0.007777 0.016432 -0.001439 -0.017939 -0.032545  0.000980 -0.000763 0.009309 0.016607 -0.020338 0.076700      -0.001585 -0.060573 -0.025481 -0.003587 0.055246 -0.021348   0.045905 0.033361 0.013159 0.081685 0.039504 0.050741        -0.006487 -0.039107 -0.043536 -0.002302 0.000615 -0.000865  0.015326 -0.000655 0.000441 0.006955 -0.010623 0.015689      0.032993 0.006463 -0.006096 0.013627 -0.000849 0.006215      -0.002654 -0.017742 0.000047 0.012804 -0.006817 -0.007259    -0.019146 -0.018932 -0.000125 0.000141 0.001501 0.001606    0.023261 -0.029316 -0.026816 0.026576 -0.000131 0.000081     0.000031 0.000016 0.000045 0.000133 -0.000185 0.000073      -0.000038 0.000024 -0.000014   
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000  0.010989 -0.002226 -0.006914 0.009372 -0.113336 -0.031602   0.000837 0.188962 0.008457 0.001568 -0.007246 -0.000381      0.034899 0.108125 -0.001000 0.022807 -0.000334 -0.020415     -0.011674 0.140896 -0.009346 0.040604 0.017612 0.005204     -0.133429 0.004026 0.062169 -0.008190 0.078663 0.111240     -0.104173 -0.043687 0.041116 0.085679 0.056728 -0.084214     -0.005865 0.043515 -0.006371 0.002646 0.004819 0.004108      -0.069817 -0.015851 -0.002124 -0.065866 0.000630 0.001074   -0.001157 0.000374 -0.001470 0.000128 -0.085848 -0.008935    0.051814 -0.081612 0.016920 -0.006924 0.062031 0.004155      -0.001422 -0.002452 0.033276 -0.000950 -0.001778 0.002850    -0.031697 0.032759 0.001187 0.001266 0.001235 -0.004984      -0.001606 0.026785 -0.000390 0.000631 0.053128 0.054693     -0.003000 0.055279 -0.041199 -0.038860 -0.050280 0.063971    0.001730 -0.051425 -0.010492 -0.002076 0.026698 -0.071103    -0.044510 -0.031848 0.005865 0.008978 0.017477 0.020110      -0.004444 -0.018960 -0.033215 -0.002515 0.000039 0.020244   0.036981 -0.001606 -0.000102 0.019371 0.000458 -0.022454     -0.008157 0.009962 0.012396 0.010527 0.003075 -0.000499      -0.000380 -0.007363 0.000044 0.004611 -0.009350 -0.010018    -0.030247 -0.029955 -0.000187 0.000213 0.002701 0.002893    -0.033087 0.041705 0.036208 -0.035806 0.000167 -0.000123     -0.000059 -0.000040 0.000004 -0.000798 0.000801 -0.001613   0.001586 -0.000204 -0.000233   
